"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"18-JAN-2024","HCLTECH","HCL Technologies Ltd.","SOCIETE GENERALE","BUY","4,59,303","1,575.90",
"18-JAN-2024","INFIBEAM","Infibeam Avenues Limited","ABHISHEK MAYUR DESAI","SELL","39,00,000","26.15",
"18-JAN-2024","INFIBEAM","Infibeam Avenues Limited","SONAL DESAI","BUY","39,00,000","26.15",
"20-JAN-2024","INFIBEAM","Infibeam Avenues Limited","ABHISHEK MAYUR DESAI","SELL","39,00,000","26.45",
"20-JAN-2024","INFIBEAM","Infibeam Avenues Limited","SONAL DESAI","BUY","39,00,000","26.45",
"24-JAN-2024","INFIBEAM","Infibeam Avenues Limited","ABHISHEK MAYUR DESAI","SELL","39,00,000","26.85",
"24-JAN-2024","INFIBEAM","Infibeam Avenues Limited","SONAL DESAI","BUY","39,00,000","26.85",
"24-JAN-2024","POONAWALLA","Poonawalla Fincorp Ltd","MAGMA VENTURES PRIVATE LIMITED","SELL","40,33,000","495.85",
"24-JAN-2024","POONAWALLA","Poonawalla Fincorp Ltd","RISING SUN HOLDINGS PVT LTD","BUY","40,33,000","495.85",
"25-JAN-2024","ADANIPORTS","ADANI PORT & SEZ LTD","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","1,84,250","1,120.60",
"25-JAN-2024","ADANIPORTS","ADANI PORT & SEZ LTD","MARSHALL WACE INVESTMENT STRATEGIES  SYSTEMATIC ALPHA PLUS FUND","BUY","5,227","1,120.60",
"25-JAN-2024","ADANIPORTS","ADANI PORT & SEZ LTD","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","9,652","1,120.60",
"25-JAN-2024","ADANIPORTS","ADANI PORT & SEZ LTD","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","82,211","1,120.60",
"25-JAN-2024","ADANIPORTS","ADANI PORT & SEZ LTD","SOCIETE GENERALE","SELL","2,81,340","1,120.60",
"25-JAN-2024","ALKEM","Alkem Laboratories Ltd.","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","1,04,939","4,999.60",
"25-JAN-2024","ALKEM","Alkem Laboratories Ltd.","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","1,169","4,999.60",
"25-JAN-2024","ALKEM","Alkem Laboratories Ltd.","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","95","4,999.60",
"25-JAN-2024","ALKEM","Alkem Laboratories Ltd.","SOCIETE GENERALE","SELL","1,06,203","4,999.60",
"25-JAN-2024","ANANDRATHI","Anand Rathi Wealth Ltd","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","35,003","2,950.05",
"25-JAN-2024","ANANDRATHI","Anand Rathi Wealth Ltd","SOCIETE GENERALE","SELL","35,003","2,950.05",
"25-JAN-2024","APOLLOTYRE","Apollo Tyres Ltd.","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","1,12,517","525.75",
"25-JAN-2024","APOLLOTYRE","Apollo Tyres Ltd.","MARSHALL WACE INVESTMENT STRATEGIES  SYSTEMATIC ALPHA PLUS FUND","BUY","17,486","525.75",
"25-JAN-2024","APOLLOTYRE","Apollo Tyres Ltd.","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","1,00,971","525.75",
"25-JAN-2024","APOLLOTYRE","Apollo Tyres Ltd.","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","47,141","525.75",
"25-JAN-2024","APOLLOTYRE","Apollo Tyres Ltd.","SOCIETE GENERALE","SELL","2,78,115","525.75",
"25-JAN-2024","ASIANPAINT","Asian Paints Limited","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","61,340","2,999.45",
"25-JAN-2024","ASIANPAINT","Asian Paints Limited","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","5,113","2,999.45",
"25-JAN-2024","ASIANPAINT","Asian Paints Limited","SOCIETE GENERALE","SELL","66,453","2,999.45",
"25-JAN-2024","AUROPHARMA","Aurobindo Pharma Ltd.","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","53,641","1,160.10",
"25-JAN-2024","AUROPHARMA","Aurobindo Pharma Ltd.","MARSHALL WACE INVESTMENT STRATEGIES  SYSTEMATIC ALPHA PLUS FUND","BUY","862","1,160.10",
"25-JAN-2024","AUROPHARMA","Aurobindo Pharma Ltd.","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","8,134","1,160.10",
"25-JAN-2024","AUROPHARMA","Aurobindo Pharma Ltd.","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","44,921","1,160.10",
"25-JAN-2024","AUROPHARMA","Aurobindo Pharma Ltd.","SOCIETE GENERALE","SELL","1,07,558","1,160.10",
"25-JAN-2024","AXISBANK","Axis Bank Limited","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","1,96,914","1,059.15",
"25-JAN-2024","AXISBANK","Axis Bank Limited","MARSHALL WACE INVESTMENT STRATEGIES  SYSTEMATIC ALPHA PLUS FUND","BUY","3,013","1,059.15",
"25-JAN-2024","AXISBANK","Axis Bank Limited","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","7,996","1,059.15",
"25-JAN-2024","AXISBANK","Axis Bank Limited","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","6,230","1,059.15",
"25-JAN-2024","AXISBANK","Axis Bank Limited","SOCIETE GENERALE","SELL","2,14,153","1,059.15",
"25-JAN-2024","BANDHANBNK","Bandhan Bank Limited","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","22,25,276","224.40",
"25-JAN-2024","BANDHANBNK","Bandhan Bank Limited","MARSHALL WACE INVESTMENT STRATEGIES GLOBAL FINANCIALS MARKET NEUTRAL FUND","BUY","40,043","224.40",
"25-JAN-2024","BANDHANBNK","Bandhan Bank Limited","SOCIETE GENERALE","SELL","22,65,319","224.40",
"25-JAN-2024","BANKBARODA","Bank of Baroda","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","1,57,89,646","228.65",
"25-JAN-2024","BANKBARODA","Bank of Baroda","MARSHALL WACE INVESTMENT STRATEGIES GLOBAL FINANCIALS MARKET NEUTRAL FUND","BUY","5,00,146","228.65",
"25-JAN-2024","BANKBARODA","Bank of Baroda","SOCIETE GENERALE","SELL","1,62,89,792","228.65",
"25-JAN-2024","BANKINDIA","Bank of India","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","1,36,61,922","133.15",
"25-JAN-2024","BANKINDIA","Bank of India","MARSHALL WACE INVESTMENT STRATEGIES GLOBAL FINANCIALS MARKET NEUTRAL FUND","BUY","3,17,543","133.15",
"25-JAN-2024","BANKINDIA","Bank of India","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","1,61,752","133.15",
"25-JAN-2024","BANKINDIA","Bank of India","SOCIETE GENERALE","SELL","1,41,41,217","133.15",
"25-JAN-2024","BHEL","Bharat Heavy Elect Ltd.","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","2,50,095","209.90",
"25-JAN-2024","BHEL","Bharat Heavy Elect Ltd.","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","1,49,285","209.90",
"25-JAN-2024","BHEL","Bharat Heavy Elect Ltd.","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","1,16,323","209.90",
"25-JAN-2024","BHEL","Bharat Heavy Elect Ltd.","SOCIETE GENERALE","SELL","5,15,703","209.90",
"25-JAN-2024","BOSCHLTD","Bosch Limited","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","21,667","22,444.15",
"25-JAN-2024","BOSCHLTD","Bosch Limited","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","742","22,444.15",
"25-JAN-2024","BOSCHLTD","Bosch Limited","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","423","22,444.15",
"25-JAN-2024","BOSCHLTD","Bosch Limited","SOCIETE GENERALE","SELL","22,832","22,444.15",
"25-JAN-2024","BPCL","Bharat Petroleum Ltd","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","2,69,059","477.15",
"25-JAN-2024","BPCL","Bharat Petroleum Ltd","MARSHALL WACE INVESTMENT STRATEGIES  SYSTEMATIC ALPHA PLUS FUND","BUY","92,994","477.15",
"25-JAN-2024","BPCL","Bharat Petroleum Ltd","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","8,38,185","477.15",
"25-JAN-2024","BPCL","Bharat Petroleum Ltd","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","43,267","477.15",
"25-JAN-2024","BPCL","Bharat Petroleum Ltd","SOCIETE GENERALE","SELL","12,43,505","477.15",
"25-JAN-2024","BSE","BSE Limited","BNP PARIBAS ARBITRAGE","SELL","9,77,183","2,112.15",
"25-JAN-2024","BSE","BSE Limited","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","4,42,559","2,112.15",
"25-JAN-2024","BSE","BSE Limited","MARSHALL WACE INVESTMENT STRATEGIES  SYSTEMATIC ALPHA PLUS FUND","BUY","1,87,034","2,112.15",
"25-JAN-2024","BSE","BSE Limited","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","14,576","2,112.15",
"25-JAN-2024","BSE","BSE Limited","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","12,266","2,112.15",
"25-JAN-2024","BSE","BSE Limited","SOCIETE GENERALE","BUY","4,50,013","2,112.15",
"25-JAN-2024","BSE","BSE Limited","SOCIETE GENERALE","SELL","1,29,265","2,112.15",
"25-JAN-2024","CAMPUS","Campus Activewear Limited","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","13,32,243","269.05",
"25-JAN-2024","CAMPUS","Campus Activewear Limited","SOCIETE GENERALE","SELL","13,32,243","269.05",
"25-JAN-2024","CAMS","Computer Age Mngt Ser Ltd","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","39,536","2,732.90",
"25-JAN-2024","CAMS","Computer Age Mngt Ser Ltd","MARSHALL WACE INVESTMENT STRATEGIES  SYSTEMATIC ALPHA PLUS FUND","BUY","2,038","2,732.90",
"25-JAN-2024","CAMS","Computer Age Mngt Ser Ltd","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","19,732","2,732.90",
"25-JAN-2024","CAMS","Computer Age Mngt Ser Ltd","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","22,153","2,732.90",
"25-JAN-2024","CAMS","Computer Age Mngt Ser Ltd","SOCIETE GENERALE","SELL","83,459","2,732.90",
"25-JAN-2024","CANBK","Canara Bank","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","37,47,755","454.30",
"25-JAN-2024","CANBK","Canara Bank","MARSHALL WACE INVESTMENT STRATEGIES GLOBAL FINANCIALS MARKET NEUTRAL FUND","BUY","30,662","454.30",
"25-JAN-2024","CANBK","Canara Bank","SOCIETE GENERALE","SELL","37,78,417","454.30",
"25-JAN-2024","CMSINFO","CMS Info Systems Limited","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","2,67,885","380.25",
"25-JAN-2024","CMSINFO","CMS Info Systems Limited","SOCIETE GENERALE","SELL","2,67,885","380.25",
"25-JAN-2024","CONCOR","Container Corp of India","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","1,41,523","841.10",
"25-JAN-2024","CONCOR","Container Corp of India","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","11,795","841.10",
"25-JAN-2024","CONCOR","Container Corp of India","SOCIETE GENERALE","SELL","1,53,318","841.10",
"25-JAN-2024","DALBHARAT","Dalmia Bharat Limited","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","1,75,702","2,154.75",
"25-JAN-2024","DALBHARAT","Dalmia Bharat Limited","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","33,259","2,154.75",
"25-JAN-2024","DALBHARAT","Dalmia Bharat Limited","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","25,177","2,154.75",
"25-JAN-2024","DALBHARAT","Dalmia Bharat Limited","SOCIETE GENERALE","SELL","2,34,138","2,154.75",
"25-JAN-2024","DBREALTY","D B Realty Limited","GRIFFIN GROWTH FUND VCC","BUY","34,82,865","253.05",
"25-JAN-2024","DBREALTY","D B Realty Limited","TRINITY OPPORTUNITY FUND I","SELL","34,82,865","253.05",
"25-JAN-2024","DEVYANI","Devyani International Ltd","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","8,16,149","176.25",
"25-JAN-2024","DEVYANI","Devyani International Ltd","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","10,227","176.25",
"25-JAN-2024","DEVYANI","Devyani International Ltd","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","851","176.25",
"25-JAN-2024","DEVYANI","Devyani International Ltd","SOCIETE GENERALE","SELL","8,27,227","176.25",
"25-JAN-2024","DOMS","DOMS Industries Limited","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","16,600","1,419.50",
"25-JAN-2024","DOMS","DOMS Industries Limited","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","53,054","1,419.50",
"25-JAN-2024","DOMS","DOMS Industries Limited","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","7,323","1,419.50",
"25-JAN-2024","DOMS","DOMS Industries Limited","SOCIETE GENERALE","SELL","76,977","1,419.50",
"25-JAN-2024","GMRINFRA","GMR Airports Infra Ltd","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","63,29,985","75.70",
"25-JAN-2024","GMRINFRA","GMR Airports Infra Ltd","SOCIETE GENERALE","SELL","63,29,985","75.70",
"25-JAN-2024","GRASIM","Grasim Ind Ltd.","ERISKA INVESTMENT FUND LTD","BUY","8,10,000","2,060.00",
"25-JAN-2024","GRASIM","Grasim Ind Ltd.","GRIFFIN GROWTH FUND VCC","SELL","8,10,000","2,060.00",
"25-JAN-2024","GRASIM","Grasim Ind Ltd.","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","2,613","2,071.30",
"25-JAN-2024","GRASIM","Grasim Ind Ltd.","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","46,410","2,071.30",
"25-JAN-2024","GRASIM","Grasim Ind Ltd.","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","5,047","2,071.30",
"25-JAN-2024","GRASIM","Grasim Ind Ltd.","SOCIETE GENERALE","SELL","54,070","2,071.30",
"25-JAN-2024","HCLTECH","HCL Technologies Ltd.","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","3,38,214","1,576.40",
"25-JAN-2024","HCLTECH","HCL Technologies Ltd.","SOCIETE GENERALE","SELL","3,38,214","1,576.40",
"25-JAN-2024","ICICIPRULI","ICICI Pru Life Ins Co Ltd","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","18,745","488.55",
"25-JAN-2024","ICICIPRULI","ICICI Pru Life Ins Co Ltd","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","6,00,523","488.55",
"25-JAN-2024","ICICIPRULI","ICICI Pru Life Ins Co Ltd","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","60,568","488.55",
"25-JAN-2024","ICICIPRULI","ICICI Pru Life Ins Co Ltd","SOCIETE GENERALE","SELL","6,79,836","488.55",
"25-JAN-2024","INDIANB","Indian Bank","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","5,57,745","441.60",
"25-JAN-2024","INDIANB","Indian Bank","MARSHALL WACE INVESTMENT STRATEGIES  SYSTEMATIC ALPHA PLUS FUND","BUY","45,705","441.60",
"25-JAN-2024","INDIANB","Indian Bank","MARSHALL WACE INVESTMENT STRATEGIES GLOBAL FINANCIALS MARKET NEUTRAL FUND","BUY","13,821","441.60",
"25-JAN-2024","INDIANB","Indian Bank","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","1,82,972","441.60",
"25-JAN-2024","INDIANB","Indian Bank","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","35,431","441.60",
"25-JAN-2024","INDIANB","Indian Bank","SOCIETE GENERALE","SELL","8,35,674","441.60",
"25-JAN-2024","INDUSINDBK","IndusInd Bank Ltd.","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","15,83,206","1,490.85",
"25-JAN-2024","INDUSINDBK","IndusInd Bank Ltd.","MARSHALL WACE INVESTMENT STRATEGIES GLOBAL FINANCIALS MARKET NEUTRAL FUND","BUY","22,413","1,490.85",
"25-JAN-2024","INDUSINDBK","IndusInd Bank Ltd.","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","3,098","1,490.85",
"25-JAN-2024","INDUSINDBK","IndusInd Bank Ltd.","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","34,646","1,490.85",
"25-JAN-2024","INDUSINDBK","IndusInd Bank Ltd.","SOCIETE GENERALE","SELL","16,43,363","1,490.85",
"25-JAN-2024","INDUSTOWER","Indus Towers Limited","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","1,38,721","229.95",
"25-JAN-2024","INDUSTOWER","Indus Towers Limited","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","11,37,801","229.95",
"25-JAN-2024","INDUSTOWER","Indus Towers Limited","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","1,87,225","229.95",
"25-JAN-2024","INDUSTOWER","Indus Towers Limited","SOCIETE GENERALE","SELL","14,63,747","229.95",
"25-JAN-2024","INFY","Infosys Limited","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","69,719","1,675.40",
"25-JAN-2024","INFY","Infosys Limited","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","21,796","1,675.40",
"25-JAN-2024","INFY","Infosys Limited","MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND","BUY","41,420","1,675.40",
"25-JAN-2024","INFY","Infosys Limited","SOCIETE GENERALE","SELL","1,32,935","1,675.40",
"25-JAN-2024","IOC","Indian Oil Corp. Ltd.","MARSHALL WACE INVESTMENT STRATEGIES  SYSTEMATIC ALPHA PLUS FUND","BUY","4,27,256","143.45",
"25-JAN-2024","IOC","Indian Oil Corp. Ltd.","MARSHALL WACE INVESTMENT STRATEGIES EUREKA FUND","BUY","9,58,981","143.45",
"25-JAN-2024","IOC","Indian Oil Corp. Ltd.","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","5,97,485","143.45",
"25-JAN-2024","IOC","Indian Oil Corp. Ltd.","SOCIETE GENERALE","SELL","19,83,722","143.45",
"25-JAN-2024","IREDA","Indian Renewable Energy","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","6,43,157","161.75",
"25-JAN-2024","IREDA","Indian Renewable Energy","MARSHALL WACE INVESTMENT STRATEGIES GLOBAL FINANCIALS MARKET NEUTRAL FUND","BUY","8,081","161.75",
"25-JAN-2024","IREDA","Indian Renewable Energy","SOCIETE GENERALE","SELL","6,51,238","161.75",
"25-JAN-2024","JYOTHYLAB","Jyothy Labs Limited","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","3,28,141","535.95",
"25-JAN-2024","JYOTHYLAB","Jyothy Labs Limited","SOCIETE GENERALE","SELL","3,28,141","535.95",
"25-JAN-2024","KALAMANDIR","Sai Silks (Kalamandir) L","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","5,13,295","240.90",
"25-JAN-2024","KALAMANDIR","Sai Silks (Kalamandir) L","MARSHALL WACE INVESTMENT STRATEGIES MARKET NEUTRAL TOPS FUND","BUY","20,026","240.90",
"25-JAN-2024","KALAMANDIR","Sai Silks (Kalamandir) L","SOCIETE GENERALE","SELL","5,33,321","240.90",
"25-JAN-2024","KAYNES","Kaynes Technology Ind Ltd","MARSHALL WACE INVESTMENT STRATEGIES  EUREKA FUND","BUY","46,410","2,851.15",
"25-JAN-2024","KAYNES","Kaynes Technology Ind Ltd","SOCIETE GENERALE","SELL","46,410","2,851.15",
